name,runway,time,city,money,brand
高尔夫 2012款 1.6L 自动 舒适型,5.13,2012,北京,7.98,大众
速腾 2013款 2.0T 双离合 GLI,3.65,2014,成都,11.38,大众
途观 2010款 1.8TSI 手自一体 前驱 都会版,5.60,2011,宁波,11.46,大众
POLO 2013款 1.4L 手动 风尚版,4.60,2013,南充,4.68,大众
速腾 2014款 1.4T 双离合 豪华型,3.50,2014,兰州,10.80,大众
速腾 2012款 1.4T 双离合 豪华型,5.00,2013,济南,8.97,大众
宝来 2008款 1.6L 自动舒适型,7.50,2010,厦门,4.98,大众
POLO 2011款 劲取 1.4L 手动 实乐版,5.80,2012,西安,4.50,大众
途安 2013款 1.4T 自动 睿智版 5座,4.21,2013,合肥,10.20,大众
捷达 2008款 GiF 前卫,4.70,2009,长春,3.65,大众
POLO 2013款 1.4L 手动 舒适版,4.00,2013,常州,5.98,大众
宝来 2011款 1.6L 手动 时尚型,6.60,2011,哈尔滨,5.50,大众
速腾 2010款 1.4 TSI 自动 技术型,6.80,2010,成都,5.60,大众
朗逸 2014款 1.6L 手自一体 运动版,1.53,2016,太原,9.50,大众
朗逸 2015款 1.4TSI DSG 30周年纪念版,1.74,2015,佛山,9.99,大众
POLO 2011款 1.4L 手动 致尚版,5.20,2012,沈阳,4.70,大众
速腾 2011款 1.6L 手动 时尚型,6.20,2011,成都,5.10,大众
朗逸 2008款 1.6L手动品悠版,7.30,2010,上海,4.60,大众
朗逸 2015款 1.6L 自动 舒适版,1.40,2016,淄博,8.80,大众
途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,1.12,2017,乌鲁木齐,33.00,大众
捷达 2010款 伙伴,6.94,2010,石家庄,3.40,大众
朗逸 2011款 1.6L 自动品悠版,7.00,2011,武汉,5.98,大众
高尔夫 2016款 1.6L 自动舒适型,0.80,2017,杭州,12.40,大众
高尔夫 2014款 1.4TSI 自动舒适型,3.00,2014,长沙,9.98,大众
帕萨特 2013款 1.8T 双离合 至尊版,3.00,2014,贵阳,14.68,大众
高尔夫 2016款 1.4TSI 自动舒适型,1.70,2016,郑州,11.50,大众
高尔夫 2015款 1.6L 自动时尚型,1.91,2015,东莞,9.68,大众
捷达 2017款 1.4L 手动 时尚版,0.10,2018,成都,6.00,大众
朗逸 2015款 1.6L 手动 舒适版,2.00,2015,嘉兴,7.80,大众
迈腾 2007款 1.8TSI 手动舒适型,8.54,2008,乌鲁木齐,5.80,大众
大众CC 2011款 2.0T 尊贵型,6.00,2011,温州,12.58,大众
高尔夫 2017款 230TSI 双离合 舒适百万辆纪念版,0.50,2017,赣州,10.58,大众
POLO 2008款 劲取 1.4L 自动雅致版,6.00,2008,大连,3.48,大众
POLO 2014款 Cross 1.6L 手自一体,2.00,2016,重庆,8.68,大众
高尔夫 2012款 1.6L 自动 时尚型,4.48,2013,北京,8.80,大众
帕萨特 2003款 1.8T自动,9.00,2003,泉州,1.88,大众
迈腾(进口) 2012款 旅行版 2.0T 舒适型,3.73,2012,上海,17.80,大众
宝来 2008款 1.6L 手动舒适型,6.84,2010,太原,4.78,大众
途安 2013款 1.4T 自动 璀璨版 5座,3.00,2013,宁波,10.38,大众
途观 2010款 菁英版 1.8TSI 手自一体 4MOTION,6.60,2011,洛阳,10.50,大众
帕萨特 2009款 领驭 1.8T 手动尊品型,6.52,2010,上海,6.68,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,7.50,2010,太原,3.60,大众
迈腾 2009款 1.8 TSI DSG手自一体豪华型,7.50,2010,福州,7.00,大众
途观 2013款 1.8TSI 手动 前驱 风尚版,4.33,2013,银川,15.00,大众
POLO 2016款 1.4L 自动 风尚版,1.20,2017,成都,4.90,大众
大众CC 2013款 1.8T 双离合 尊贵型,4.20,2013,温州,16.80,大众
宝来 2005款 1.8L自动舒适型,11.80,2006,常州,2.70,大众
桑塔纳 2008款 志俊 1.8MT 舒适型,6.31,2010,临沂,3.30,大众
宝来 2005款 1.6自动基本型,9.80,2006,郑州,2.30,大众
途观 2010款 风尚版 1.8TSI 手自一体 4MOTION,6.24,2010,长春,12.00,大众
凌渡 2017款 230TSI 双离合 风尚版,0.80,2017,重庆,12.78,大众
朗逸 2015款 1.6L 手动 舒适版,1.80,2016,苏州,8.30,大众
宝来 2013款 1.6L 手动 舒适型,3.72,2013,宜昌,6.58,大众
捷达 2015款 质惠版 1.6L 自动时尚型,2.00,2016,昆明,5.90,大众
帕萨特 2013款 1.8T 双离合 尊荣版,5.22,2012,石家庄,13.60,大众
帕萨特 2005款 领驭 1.8T 自动舒适型,11.00,2007,昆明,5.20,大众
朗逸 2013款 经典款 1.6L 手自一体 舒适版,3.30,2014,延边,8.80,大众
帕萨特 2016款 380TSI DSG御尊版,1.60,2016,成都,19.88,大众
途安 2013款 1.4T 自动 璀璨版 5座,1.60,2013,长春,10.50,大众
POLO 2013款 1.6L 自动 舒适版,3.30,2014,西安,6.80,大众
POLO 2013款 1.4L 手动 风尚版,3.00,2013,兰州,5.23,大众
POLO 2013款 1.6L 自动 舒适版,3.46,2012,武汉,5.98,大众
凌渡 2015款 1.4T DSG 280TSI 舒适版,2.00,2016,温州,14.99,大众
高尔夫 2012款 1.6L 自动 舒适型,4.63,2012,上海,8.32,大众
POLO 2013款 1.6L 自动 舒适版,3.70,2012,杭州,6.30,大众
POLO 2014款 1.4L 自动 豪华版,2.30,2015,郑州,7.80,大众
宝来 2012款 1.6L 自动 舒适型,5.00,2012,济宁,5.78,大众
途观L 2017款 380TSI 双离合 四驱 至尊旗舰版,1.10,2017,成都,25.00,大众
速腾 2012款 1.4T 手动 豪华型,4.99,2013,银川,9.80,大众
速腾 2011款 1.6L 自动 时尚型,7.00,2011,泉州,6.35,大众
甲壳虫 2015款 180TSI,1.77,2015,保定,16.70,大众
迈腾 2009款 1.8 TSI DSG手自一体豪华型,7.90,2009,常州,7.28,大众
朗逸 2013款 经典款 1.4TSI 手动 舒适版,4.60,2013,太原,8.50,大众
途安 2011款 1.4 TSI自动5座 智雅版,4.59,2011,南京,7.50,大众
朗逸 2014款 1.6L 手自一体 运动版,1.50,2016,重庆,10.00,大众
迈腾 2007款 1.8TSI 手自一体豪华型,8.45,2009,成都,6.60,大众
途观 2015款 1.8TSI 手自一体 两驱 豪华版,1.70,2015,合肥,18.26,大众
高尔夫 2010款 GTI 舒适版,5.00,2010,上海,10.55,大众
迈腾 2017款 380TSI 双离合 尊贵版,1.70,2016,南宁,23.98,大众
POLO 2011款 1.6L 自动 致酷版,5.09,2011,西安,5.98,大众
尚酷 2013款 1.4 TSI GTS,2.92,2013,成都,14.20,大众
迈腾 2017款 330TSI 双离合 豪华版,0.80,2017,郑州,18.30,大众
高尔夫·嘉旅 2016款 1.6L 手自一体 舒适版,0.90,2016,长春,10.98,大众
POLO 2014款 1.4L 手动 风尚版,2.17,2016,沈阳,6.50,大众
尚酷 2015款 2.0TSI 豪华版,2.00,2016,深圳,24.88,大众
朗逸 2015款 1.6L 自动 舒适版,2.00,2016,哈尔滨,9.18,大众
朗逸 2011款 1.6L 自动品悠版,4.64,2012,泉州,6.60,大众
迈腾 2015款 2.0T 手自一体 豪华型,3.10,2015,温州,15.80,大众
朗逸 2015款 1.4T DSG 230TSI  舒适版,0.66,2016,太原,12.30,大众
迈腾 2017款 330TSI 双离合 豪华版,0.73,2017,太原,20.00,大众
POLO 2016款 1.4L 手动 风尚版,1.10,2016,安庆,5.38,大众
帕萨特 2003款 2.0L手动舒适型,12.00,2005,郑州,1.20,大众
途安 2011款 1.4 TSI自动5座 智雅版,3.10,2012,北京,9.50,大众
桑塔纳 2013款 1.6L 自动 风尚版,4.00,2014,长沙,7.18,大众
POLO 2013款 1.4L 手动 风尚版,4.00,2014,贵阳,5.38,大众
甲壳虫 2014款 1.4 TSI 时尚型,4.00,2014,厦门,14.20,大众
桑塔纳 2016款 1.4L 手动 风尚版,1.00,2016,郑州,5.30,大众
高尔夫 2015款 1.4TSI 自动豪华型,3.21,2015,成都,9.68,大众
凌渡 2015款 1.4T DSG 230TSI 风尚版,1.30,2016,苏州,12.95,大众
POLO 2014款 1.4L 自动 舒适版,1.38,2015,成都,7.30,大众
高尔夫 2004款 1.8L 自动舒适型,12.50,2004,南京,2.20,大众
高尔夫 2016款 1.4TSI 自动豪华型,1.60,2016,贵阳,12.80,大众
甲壳虫 2014款 1.4 TSI 舒适型,3.20,2014,昆明,16.68,大众
桑塔纳 2013款 1.6L 自动 舒适版,3.20,2014,成都,5.88,大众
帕萨特 2007款 领驭 1.8T 自动豪华型,9.20,2008,呼和浩特,5.00,大众
帕萨特 2001款 1.8GLI手动型,15.00,2001,蚌埠,0.58,大众
大众CC 2013款 2.0T 双离合 至尊型,3.18,2014,西安,19.00,大众
桑塔纳 2007款 景畅型,9.52,2008,太原,2.95,大众
朗逸 2008款 1.6L手动品雅版,9.00,2009,温州,3.98,大众
捷达 2010款 前卫,6.00,2010,长春,3.50,大众
宝来 2011款 1.6L 手动 时尚型,6.30,2011,东莞,4.30,大众
速腾 2015款 1.4T 双离合 230TSI 豪华型,2.00,2016,成都,9.80,大众
速腾 2012款 1.6L 手动 舒适型,4.80,2012,宜昌,7.58,大众
迈腾(进口) 2008款 R36,6.35,2011,北京,34.80,大众
桑塔纳 2013款 1.6L 手动 风尚版,1.00,2015,合肥,4.80,大众
宝来 2015款 质惠版 1.6L 自动舒适型,2.13,2015,南宁,9.20,大众
POLO 2014款 1.4L 自动 舒适版,1.60,2016,柳州,7.28,大众
途安 2015款 1.4TSI 自动 5座 旗舰版,2.00,2015,上海,10.50,大众
迈腾 2009款 1.8 TSI DSG手自一体豪华型,8.70,2009,成都,6.90,大众
速腾 2009款 2.0L/2V 舒适型真皮版 自动,8.30,2009,苏州,4.68,大众
桑塔纳 2009款 志俊 1.8MT 汽油＋CNG双燃料型,5.00,2012,郑州,4.00,大众
途观 2016款 280TSI 双离合 两驱 丝绸之路风尚版,0.60,2017,武汉,17.28,大众
帕萨特 2011款 1.4T 自动 Comfortline 尊雅版,5.90,2012,泉州,11.68,大众
帕萨特 2007款 领驭 2.0L MFI手动标准型,6.30,2011,兰州,6.00,大众
POLO 2014款 1.4L 自动 舒适版,3.60,2014,东莞,6.30,大众
速腾 2014款 1.4T 双离合 时尚型,3.00,2015,武汉,9.98,大众
捷达 2006款 CIF 1.6L 手动都市春天基本型,5.08,2008,长春,3.90,大众
POLO 2012款 Cross 1.6L 手自一体,2.70,2013,成都,8.20,大众
POLO 2011款 劲取 1.6L 自动 实酷版,5.90,2012,济南,5.20,大众
朗逸 2013款 1.6L 手动 风尚版,4.30,2013,淄博,6.90,大众
甲壳虫 2007款 2.0标配,5.59,2008,临沂,6.70,大众
桑塔纳 2015款 1.6L 手动 风尚版,1.90,2016,泉州,6.00,大众
宝来 2009款 2.0L 自动豪华,8.50,2009,泉州,4.98,大众
蔚领 2017款 1.4T 双离合 豪华版,0.94,2017,成都,10.86,大众
尚酷 2011款 1.4 TSI 风尚版 单增压,5.90,2012,郑州,11.58,大众
捷达 2017款 1.4L 手动 舒适版,0.10,2018,兰州,7.80,大众
朗逸 2010款 1.4TSI运动版,7.00,2011,南宁,6.80,大众
帕萨特 2013款 1.8T 双离合 尊荣版,4.32,2013,宜昌,12.80,大众
朗逸 2013款 经典款 1.4TSI 手动 舒适版,4.50,2013,石家庄,7.80,大众
宝来 2013款 1.6L 自动 豪华型,3.00,2014,泉州,8.30,大众
POLO 2011款 1.6L 自动 致尚版,5.00,2011,西安,5.82,大众
速腾 2012款 1.4T 双离合 旗舰型,5.00,2012,莆田,8.80,大众
迈腾 2017款 330TSI 双离合 豪华版,0.53,2016,保定,20.30,大众
途观 2012款 1.8TSI 手自一体 前驱 都会版,5.54,2012,泉州,13.80,大众
朗逸 2015款 1.6L 自动 舒适版,2.02,2015,成都,9.80,大众
甲壳虫 2015款 180TSI,3.00,2014,长沙,13.28,大众
速腾 2017款 230TSI 双离合 豪华版,1.11,2017,成都,9.86,大众
高尔夫 2010款 1.6 手动舒适型,4.77,2010,保定,5.60,大众
宝来 2008款 1.6L 自动舒适型,6.05,2008,杭州,3.30,大众
帕萨特 2013款 2.0T 双离合 御尊版,4.57,2013,太原,13.60,大众
POLO 2009款 劲情 1.4L 手动时尚版,7.00,2009,青岛,3.00,大众
迈腾 2007款 1.8TSI 手自一体豪华型,8.00,2008,宁波,6.49,大众
帕萨特 2005款 领驭 1.8T 手动舒适型,12.00,2005,昆明,3.18,大众
高尔夫 2010款 GTI 舒适版,6.00,2012,温州,13.98,大众
尚酷 2011款 2.0 TSI R -line,6.00,2012,温州,14.50,大众
迈腾 2007款 1.8TSI 手自一体豪华型,10.00,2008,太原,6.00,大众
POLO 2015款 1.6L 自动 30周年纪念版,2.50,2015,长沙,7.58,大众
高尔夫 2011款 1.4T 手动舒适型,6.80,2011,西安,7.30,大众
大众CC 2015款 2.0T 双离合 至尊型,1.80,2015,天津,19.90,大众
捷达 2005款 CIX 1.6L 手动伙伴,9.30,2008,郑州,1.58,大众
POLO 2013款 1.4L 手动 风尚版,3.12,2014,重庆,4.60,大众
帕萨特 2011款 1.4T 自动 尊荣版,5.60,2012,泉州,11.80,大众
宝来 2005款 1.6手动基本型,11.00,2005,常州,1.60,大众
途安 2013款 1.4T 手动 风尚版 5座,1.40,2015,昆明,9.68,大众
POLO 2011款 1.4L 自动 致尚版,5.20,2012,郑州,5.68,大众
POLO 2012款 Cross 1.6L 手自一体,3.80,2013,长沙,6.98,大众
宝来 2012款 1.6L 手动 舒适型,4.50,2012,昆明,5.68,大众
朗逸 2011款 1.6L 自动品轩版,5.00,2012,宁波,6.38,大众
夏朗 2013款 1.8TSI 标配型,2.25,2014,成都,17.98,大众
POLO 2016款 1.4L 自动 风尚版,0.30,2017,石家庄,7.68,大众
POLO 2014款 1.4L 自动 舒适版,1.89,2014,石家庄,6.75,大众
速腾 2015款 1.6L 手自一体 时尚型,1.30,2016,宁波,11.51,大众
途安 2011款 1.4 TSI手动5座 智尚版,6.40,2011,昆明,6.80,大众
蔚揽 2017款 380TSI 四驱 拓行版,0.67,2017,济南,31.80,大众
宝来 2011款 1.6L 手动 时尚型,6.00,2012,哈尔滨,5.50,大众
途观 2010款 1.8TSI 手自一体 前驱 风尚版,6.40,2011,泉州,12.80,大众
凯路威 2018款 2.0TSI 四驱 豪华版 8座,0.55,2017,重庆,66.60,大众
高尔夫 2015款 1.4TSI 自动舒适型,2.00,2016,长春,11.60,大众
迈特威 2016款 2.0TSI 65周年限量版,3.03,2014,济南,40.60,大众
帕萨特 2005款 领驭 1.8T 手动豪华型,9.10,2006,衡阳,2.68,大众
大众CC(进口) 2009款 3.6L V6 顶配版,6.64,2011,乌鲁木齐,16.00,大众
高尔夫 2015款 1.6L 自动舒适型,1.80,2016,宜昌,11.80,大众
宝来 2008款 1.6L 手自一体时尚型,6.00,2010,昆明,5.26,大众
朗逸 2011款 1.4TSI DSG品雅版,4.80,2011,武汉,6.80,大众
POLO 2016款 1.6L 自动 舒适版,1.28,2016,成都,5.85,大众
宝来 2016款 1.6L 手自一体舒适型,0.80,2016,温州,9.98,大众
迈腾 2009款 1.8 TSI DSG手自一体豪华型,6.17,2009,呼和浩特,7.10,大众
大众CC 2016款 2.0T 双离合 至尊版,2.00,2016,合肥,22.88,大众
POLO 2007款 Cross 1.6 MT,6.90,2008,西安,3.88,大众
朗逸 2015款 1.4T DSG 230TSI  舒适版,1.90,2015,东莞,10.00,大众
高尔夫 2012款 1.4T 自动舒适型,2.75,2012,武汉,8.88,大众
POLO 2016款 1.4L 手动 风尚版,1.07,2016,济南,6.20,大众
POLO 2011款 1.6L 自动 致尚版,5.12,2011,长沙,5.56,大众
高尔夫 2015款 1.4TSI 自动豪华型,2.40,2015,哈尔滨,12.38,大众
POLO 2011款 1.6L 自动 致尚版,5.00,2011,郑州,5.00,大众
凌渡 2015款 1.4T DSG 230TSI 风尚版,2.00,2016,重庆,12.80,大众
POLO 2011款 1.4L 手动 致乐版,5.00,2011,成都,3.99,大众
尚酷 2009款 1.4 TSI 豪华版,3.95,2012,长沙,13.18,大众
捷达 2015款 1.6L 手动时尚型,1.43,2016,成都,5.60,大众
尚酷 2009款 1.4 TSI 豪华版,7.00,2010,西安,10.60,大众
高尔夫 2012款 1.6L 自动 舒适型,4.60,2012,南昌,6.60,大众
速腾 2006款 2.0L/2V 手自一体时尚型,10.20,2006,南京,3.50,大众
迈腾 2009款 1.8TSI DSG 豪华型静音版,7.46,2009,重庆,6.18,大众
凌渡 2015款 1.4T DSG 230TSI 风尚版,2.00,2015,温州,12.38,大众
大众CC 2015款 2.0T 双离合 至尊型,2.86,2015,郑州,19.70,大众
高尔夫 2015款 1.4TSI 自动 R-Line,1.80,2016,郑州,11.80,大众
速腾 2009款 1.6L/2V 自动 舒适型,5.67,2010,石家庄,5.90,大众
高尔夫(进口) 2015款 R,2.00,2015,南京,29.50,大众
桑塔纳 2013款 1.4L 手动 风尚版,4.20,2013,兰州,5.28,大众
POLO 2014款 1.4L 手动 风尚版,3.00,2014,淮安,5.58,大众
高尔夫 2012款 1.6L 自动 时尚型,3.70,2013,重庆,8.98,大众
宝来 2011款 1.6L 自动 时尚型,1.60,2011,沈阳,5.58,大众
速腾 2015款 1.6L 手动 舒适型,2.50,2015,长春,9.20,大众
蔚领 2018款 1.5L 手自一体 时尚版,0.05,2018,温州,11.98,大众
POLO 2009款 劲情 1.6 自动Sporty,7.20,2009,上海,4.58,大众
捷达 2015款 质惠版 1.6L 自动舒适型,1.55,2016,泉州,7.50,大众
POLO 2011款 1.4L 自动 致尚版,3.20,2012,宁波,5.68,大众
帕萨特 2007款 1.8T手动天窗增值型,8.30,2008,济南,3.50,大众
宝来 2013款 1.6L 手动 时尚型,4.31,2013,石家庄,6.50,大众
尚酷 2010款 2.0 TSI 豪华版,5.87,2010,呼和浩特,12.00,大众
POLO 2014款 1.4L 手动 风尚版,1.89,2016,济南,5.78,大众
POLO 2013款 1.4L 自动 舒适版,3.60,2013,合肥,5.98,大众
速腾 2017款 1.6L 手自一体 舒适版,1.60,2016,成都,8.80,大众
速腾 2012款 1.6L 手自一体 舒适型,3.90,2013,厦门,8.99,大众
宝来 2012款 1.4T 自动 豪华型,5.00,2012,合肥,6.46,大众
高尔夫 2012款 1.4T 自动舒适型,5.00,2012,哈尔滨,7.68,大众
POLO 2016款 1.4L 自动 风尚版,0.80,2017,南京,7.28,大众
迈腾 2012款 1.8T 手自一体 领先型,5.20,2012,武汉,11.70,大众
速腾 2006款 1.6L/2V 手自一体时尚型,8.30,2007,西安,3.98,大众
宝来 2008款 1.6L 自动舒适型,9.00,2008,郑州,3.80,大众
甲壳虫 2007款 1.8T豪华型,6.90,2009,石家庄,10.00,大众
POLO 2011款 1.6L 手动 致尚版,6.30,2011,济宁,4.58,大众
途观 2010款 1.8TSI 手自一体 前驱 都会版,7.00,2010,红河,12.38,大众
朗逸 2010款 1.6L 手动品悠进享版,6.70,2010,兰州,4.98,大众
POLO 2013款 1.4L 手动 舒适版,2.70,2013,景德镇,5.18,大众
朗逸 2017款 1.6L 手自一体 风尚版,0.12,2018,成都,12.00,大众
迈腾 2009款 2.0 TSI DSG手自一体豪华型,8.00,2009,武汉,6.38,大众
朗逸 2014款 1.6L 手自一体 运动版,1.25,2016,济南,9.10,大众
途安 2013款 1.4T 自动 睿智版 5座,1.80,2014,临沂,14.00,大众
高尔夫 2017款 230TSI 双离合 豪华百万辆纪念版,0.60,2017,成都,11.68,大众
POLO 2014款 Cross 1.6L 手动,3.50,2014,苏州,6.28,大众
甲壳虫 2010款 1.6,3.90,2010,上海,9.88,大众
POLO 2011款 1.4L 手动 致尚版,5.02,2011,武汉,4.38,大众
帕萨特 2011款 2.0T 自动 Flagship 至尊版,6.00,2012,太原,12.80,大众
POLO 2011款 1.4L 手动 致尚版,6.00,2012,成都,4.50,大众
桑塔纳 2015款 1.4L 手动 风尚版,0.80,2016,保定,5.65,大众
帕萨特 2011款 1.8T 自动 Highline 御尊版,5.00,2012,贵阳,11.80,大众
POLO 2016款 1.4L 手动 风尚版,1.00,2017,曲靖,6.80,大众
迈腾 2009款 1.8 TSI DSG手自一体豪华型,6.71,2010,长春,9.70,大众
高尔夫 2012款 GTI 2.0L 双离合 舒适版,6.00,2012,南京,12.88,大众
捷达 2007款 CIX 1.6L 手动伙伴,9.20,2008,郑州,1.58,大众
POLO 2014款 1.6L 自动 舒适版,3.19,2014,柳州,6.68,大众
POLO 2011款 1.4L 自动 致尚版,5.28,2011,成都,5.28,大众
POLO 2007款 Cross 1.6 AT,5.72,2010,南京,5.35,大众
甲壳虫 2013款 1.4 TSI 时尚型,2.01,2014,杭州,14.50,大众
捷达 2013款 1.6L 手动舒适型,3.33,2014,绵阳,5.78,大众
宝来 2008款 1.6L 自动豪华型HL,7.80,2010,九江,4.88,大众
捷达 2015款 1.6L 自动舒适型,1.00,2016,郑州,7.60,大众
途观 2010款 菁英版 1.8TSI 手自一体 4MOTION,7.00,2010,泉州,12.80,大众
高尔夫 2016款 1.6L 自动时尚型,1.57,2016,郑州,11.20,大众
甲壳虫 2014款 1.2 TSI 时尚型,4.00,2013,南京,12.25,大众
朗逸 2012款 1.6L 自动 豪华版,4.00,2013,曲靖,8.68,大众
速腾 2017款 1.6L 手自一体 舒适版,0.60,2017,泉州,12.58,大众
甲壳虫 2014款 1.4 TSI 舒适型,3.20,2014,成都,14.20,大众
宝来 2011款 1.6L 自动 舒适型,5.70,2011,唐山,6.30,大众
朗逸 2008款 1.6L手动品悠版,4.20,2010,大理,5.59,大众
朗逸 2013款 1.6L 自动 风尚版,4.60,2013,合肥,7.60,大众
POLO 2013款 1.4L 自动 舒适版,3.66,2013,合肥,6.08,大众
甲壳虫 2015款 180TSI,1.80,2016,石家庄,15.80,大众
帕萨特 2011款 1.8T 自动 Highline 御尊版,4.98,2011,杭州,12.80,大众
高尔夫 2012款 1.6L 自动 时尚型,5.40,2012,乌鲁木齐,7.90,大众
途观 2010款 1.8TSI 手自一体 前驱 都会版,5.50,2011,成都,9.20,大众
帕萨特 2003款 2.8V6手自一体豪华商务版,13.00,2004,兰州,2.90,大众
高尔夫 2015款 1.4TSI 自动豪华型,2.20,2014,东莞,12.08,大众
途观L 2017款 380TSI 双离合 四驱 旗舰版,0.39,2017,宁波,24.26,大众
POLO 2009款 劲情 1.6 自动Sporty,7.77,2009,石家庄,4.60,大众
朗逸 2015款 1.6L 自动 风尚版,2.50,2015,郑州,9.00,大众
高尔夫 2010款 1.6 手动舒适型,4.10,2010,苏州,4.98,大众
POLO 2013款 1.6L 自动 舒适版,3.01,2012,杭州,6.58,大众
速腾 2009款 1.6L 自动时尚型天窗版,8.31,2009,合肥,4.95,大众
途观 2013款 1.8TS I手自一体 四驱 舒适版,4.15,2014,北京,16.50,大众
高尔夫·嘉旅 2016款 1.6L 手自一体 舒适版,1.40,2016,长春,11.70,大众
途观 2012款 1.8TSI 手自一体 四驱 菁英版,5.80,2012,常州,14.80,大众
POLO 2016款 1.4L 自动 风尚版,1.30,2015,温州,6.98,大众
速腾 2011款 1.6L 自动 时尚型,6.30,2011,西安,6.28,大众
捷达 2008款 GiF 前卫,7.85,2010,太原,3.00,大众
尚酷 2010款 2.0 TSI 运动版,4.50,2011,成都,15.68,大众
POLO 2016款 1.4L 自动 风尚版,1.80,2016,成都,5.25,大众
捷达 2015款 1.6L 自动时尚型,1.80,2016,成都,5.38,大众
高尔夫 2016款 1.6L 自动舒适型,1.80,2016,石家庄,12.00,大众
高尔夫 2010款 1.6 自动舒适型,6.55,2010,苏州,7.08,大众
宝来 2017款 1.6L 手自一体 舒适版,0.70,2017,郑州,10.20,大众
朗逸 2017款 1.6L 手自一体 舒适版,0.10,2017,郑州,9.90,大众
捷达 2011款 1.6 手动 纪念版,4.90,2013,沈阳,4.58,大众
迈腾 2013款 1.8T 手自一体 豪华型,4.00,2014,无锡,16.80,大众
